experiment_id,model_version,draw_boost,favorite_dampening,underdog_boost,market_blend_weight,numerical_adjustment_weight,sample_count,hit_rate,brier,logloss,draw_brier,favorite_wrong_count,overconfident_wrong_count,upset_miss_count
E0356,exp-1.15-0.00-0.06-0.10-1.00,1.15,0.0,0.06,0.1,1.0,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0357,exp-1.15-0.00-0.06-0.20-0.00,1.15,0.0,0.06,0.2,0.0,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0358,exp-1.15-0.00-0.06-0.20-0.25,1.15,0.0,0.06,0.2,0.25,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0359,exp-1.15-0.00-0.06-0.20-0.50,1.15,0.0,0.06,0.2,0.5,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0360,exp-1.15-0.00-0.06-0.20-1.00,1.15,0.0,0.06,0.2,1.0,4,0.0000,0.5767,0.9694,0.7852,1,0,1
E0277,exp-1.10-0.05-0.06-0.00-0.00,1.1,0.05,0.06,0.0,0.0,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0278,exp-1.10-0.05-0.06-0.00-0.25,1.1,0.05,0.06,0.0,0.25,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0279,exp-1.10-0.05-0.06-0.00-0.50,1.1,0.05,0.06,0.0,0.5,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0280,exp-1.10-0.05-0.06-0.00-1.00,1.1,0.05,0.06,0.0,1.0,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0281,exp-1.10-0.05-0.06-0.10-0.00,1.1,0.05,0.06,0.1,0.0,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0282,exp-1.10-0.05-0.06-0.10-0.25,1.1,0.05,0.06,0.1,0.25,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0283,exp-1.10-0.05-0.06-0.10-0.50,1.1,0.05,0.06,0.1,0.5,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0284,exp-1.10-0.05-0.06-0.10-1.00,1.1,0.05,0.06,0.1,1.0,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0285,exp-1.10-0.05-0.06-0.20-0.00,1.1,0.05,0.06,0.2,0.0,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0286,exp-1.10-0.05-0.06-0.20-0.25,1.1,0.05,0.06,0.2,0.25,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0287,exp-1.10-0.05-0.06-0.20-0.50,1.1,0.05,0.06,0.2,0.5,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0288,exp-1.10-0.05-0.06-0.20-1.00,1.1,0.05,0.06,0.2,1.0,4,0.0000,0.5779,0.9719,0.8017,1,0,1
E0097,exp-1.00-0.10-0.06-0.00-0.00,1.0,0.1,0.06,0.0,0.0,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0098,exp-1.00-0.10-0.06-0.00-0.25,1.0,0.1,0.06,0.0,0.25,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0099,exp-1.00-0.10-0.06-0.00-0.50,1.0,0.1,0.06,0.0,0.5,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0100,exp-1.00-0.10-0.06-0.00-1.00,1.0,0.1,0.06,0.0,1.0,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0101,exp-1.00-0.10-0.06-0.10-0.00,1.0,0.1,0.06,0.1,0.0,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0102,exp-1.00-0.10-0.06-0.10-0.25,1.0,0.1,0.06,0.1,0.25,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0103,exp-1.00-0.10-0.06-0.10-0.50,1.0,0.1,0.06,0.1,0.5,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0104,exp-1.00-0.10-0.06-0.10-1.00,1.0,0.1,0.06,0.1,1.0,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0105,exp-1.00-0.10-0.06-0.20-0.00,1.0,0.1,0.06,0.2,0.0,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0106,exp-1.00-0.10-0.06-0.20-0.25,1.0,0.1,0.06,0.2,0.25,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0107,exp-1.00-0.10-0.06-0.20-0.50,1.0,0.1,0.06,0.2,0.5,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0108,exp-1.00-0.10-0.06-0.20-1.00,1.0,0.1,0.06,0.2,1.0,4,0.0000,0.5788,0.9750,0.8453,1,0,1
E0205,exp-1.05-0.10-0.06-0.00-0.00,1.05,0.1,0.06,0.0,0.0,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0206,exp-1.05-0.10-0.06-0.00-0.25,1.05,0.1,0.06,0.0,0.25,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0207,exp-1.05-0.10-0.06-0.00-0.50,1.05,0.1,0.06,0.0,0.5,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0208,exp-1.05-0.10-0.06-0.00-1.00,1.05,0.1,0.06,0.0,1.0,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0209,exp-1.05-0.10-0.06-0.10-0.00,1.05,0.1,0.06,0.1,0.0,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0210,exp-1.05-0.10-0.06-0.10-0.25,1.05,0.1,0.06,0.1,0.25,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0211,exp-1.05-0.10-0.06-0.10-0.50,1.05,0.1,0.06,0.1,0.5,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0212,exp-1.05-0.10-0.06-0.10-1.00,1.05,0.1,0.06,0.1,1.0,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0213,exp-1.05-0.10-0.06-0.20-0.00,1.05,0.1,0.06,0.2,0.0,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0214,exp-1.05-0.10-0.06-0.20-0.25,1.05,0.1,0.06,0.2,0.25,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0215,exp-1.05-0.10-0.06-0.20-0.50,1.05,0.1,0.06,0.2,0.5,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0216,exp-1.05-0.10-0.06-0.20-1.00,1.05,0.1,0.06,0.2,1.0,4,0.0000,0.5802,0.9759,0.8178,1,0,1
E0385,exp-1.15-0.05-0.06-0.00-0.00,1.15,0.05,0.06,0.0,0.0,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0386,exp-1.15-0.05-0.06-0.00-0.25,1.15,0.05,0.06,0.0,0.25,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0387,exp-1.15-0.05-0.06-0.00-0.50,1.15,0.05,0.06,0.0,0.5,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0388,exp-1.15-0.05-0.06-0.00-1.00,1.15,0.05,0.06,0.0,1.0,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0389,exp-1.15-0.05-0.06-0.10-0.00,1.15,0.05,0.06,0.1,0.0,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0390,exp-1.15-0.05-0.06-0.10-0.25,1.15,0.05,0.06,0.1,0.25,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0391,exp-1.15-0.05-0.06-0.10-0.50,1.15,0.05,0.06,0.1,0.5,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0392,exp-1.15-0.05-0.06-0.10-1.00,1.15,0.05,0.06,0.1,1.0,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0393,exp-1.15-0.05-0.06-0.20-0.00,1.15,0.05,0.06,0.2,0.0,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0394,exp-1.15-0.05-0.06-0.20-0.25,1.15,0.05,0.06,0.2,0.25,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0395,exp-1.15-0.05-0.06-0.20-0.50,1.15,0.05,0.06,0.2,0.5,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0396,exp-1.15-0.05-0.06-0.20-1.00,1.15,0.05,0.06,0.2,1.0,4,0.0000,0.5805,0.9746,0.7746,1,0,1
E0313,exp-1.10-0.10-0.06-0.00-0.00,1.1,0.1,0.06,0.0,0.0,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0314,exp-1.10-0.10-0.06-0.00-0.25,1.1,0.1,0.06,0.0,0.25,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0315,exp-1.10-0.10-0.06-0.00-0.50,1.1,0.1,0.06,0.0,0.5,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0316,exp-1.10-0.10-0.06-0.00-1.00,1.1,0.1,0.06,0.0,1.0,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0317,exp-1.10-0.10-0.06-0.10-0.00,1.1,0.1,0.06,0.1,0.0,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0318,exp-1.10-0.10-0.06-0.10-0.25,1.1,0.1,0.06,0.1,0.25,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0319,exp-1.10-0.10-0.06-0.10-0.50,1.1,0.1,0.06,0.1,0.5,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0320,exp-1.10-0.10-0.06-0.10-1.00,1.1,0.1,0.06,0.1,1.0,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0321,exp-1.10-0.10-0.06-0.20-0.00,1.1,0.1,0.06,0.2,0.0,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0322,exp-1.10-0.10-0.06-0.20-0.25,1.1,0.1,0.06,0.2,0.25,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0323,exp-1.10-0.10-0.06-0.20-0.50,1.1,0.1,0.06,0.2,0.5,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0324,exp-1.10-0.10-0.06-0.20-1.00,1.1,0.1,0.06,0.2,1.0,4,0.0000,0.5821,0.9776,0.7908,1,0,1
E0421,exp-1.15-0.10-0.06-0.00-0.00,1.15,0.1,0.06,0.0,0.0,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0422,exp-1.15-0.10-0.06-0.00-0.25,1.15,0.1,0.06,0.0,0.25,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0423,exp-1.15-0.10-0.06-0.00-0.50,1.15,0.1,0.06,0.0,0.5,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0424,exp-1.15-0.10-0.06-0.00-1.00,1.15,0.1,0.06,0.0,1.0,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0425,exp-1.15-0.10-0.06-0.10-0.00,1.15,0.1,0.06,0.1,0.0,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0426,exp-1.15-0.10-0.06-0.10-0.25,1.15,0.1,0.06,0.1,0.25,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0427,exp-1.15-0.10-0.06-0.10-0.50,1.15,0.1,0.06,0.1,0.5,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0428,exp-1.15-0.10-0.06-0.10-1.00,1.15,0.1,0.06,0.1,1.0,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0429,exp-1.15-0.10-0.06-0.20-0.00,1.15,0.1,0.06,0.2,0.0,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0430,exp-1.15-0.10-0.06-0.20-0.25,1.15,0.1,0.06,0.2,0.25,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0431,exp-1.15-0.10-0.06-0.20-0.50,1.15,0.1,0.06,0.2,0.5,4,0.0000,0.5844,0.9800,0.7643,1,0,1
E0432,exp-1.15-0.10-0.06-0.20-1.00,1.15,0.1,0.06,0.2,1.0,4,0.0000,0.5844,0.9800,0.7643,1,0,1
